,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,truck_0,truck_1,truck_2,truck_3,depot_0,depot_1,depot_2,depot_3
f_26,19.4164878389476,95.90099061010788,42.04759208325728,51.54609587543949,26.248809496813376,61.66036003787198,23.40939982143925,21.095023109728988,78.92401408950256,66.27216610312357,57.14017850864661,30.0,10.0,51.92301994298868,37.94733192202055,24.515301344262525,46.51881339845203,53.41348144429457,23.853720883753127,24.186773244895647,34.058772731852805,58.309518948453004,22.360679774997898,67.67569726275453,35.805027579936315,33.83784863137726,0.0,93.72299611087985,39.824615503479755,63.788713735268246,76.53757247260981,61.71709649683789,13.152946437965905,9.848857801796104,28.178005607210743,88.23264701911646,80.80222769206304,46.14108798023731,52.392747589718944,29.068883707497267,51.62363799656123,33.61547262794322,32.31098884280702,72.83543093852057,70.60453243241541,50.00999900019995,80.99382692526635,12.649110640673518,60.67124524847005,47.80167361086848,23.430749027719962,64.4437739428721,39.56008088970496,72.91776189653656,74.30343195303969,34.058772731852805,56.08029957123981,41.14608122288197,49.73932046178355,63.41135544995076,15.652475842498529,70.71067811865476,22.02271554554524,25.495097567963924,59.0,60.03332407921454,42.04759208325728,9.0,44.77722635447622,47.01063709417264,29.068883707497267,51.54609587543949,32.31098884280702,91.2414379544733,73.49829930005184,74.65252842335616,78.5175139698144,48.76474136094644,70.83078426785913,51.86520991955976,38.47076812334269,58.25804665451803,93.23089616645332,24.20743687382041,36.40054944640259,19.026297590440446,53.31041174104736,38.948684188300895,45.65084884205331,62.24146527838174,97.0051545022222,15.0,65.30696746902278,63.13477647065839,79.40403012442127,61.84658438426491,45.880278987817846,53.85164807134504,70.68238818828917,67.4166151627327,40.496913462633174,88.19297024139736,46.22769732530488,77.3692445355388,31.575306807693888,53.71219600798314,61.07372593840988,70.83784299369935
f_27,109.62207806824317,2.23606797749979,68.87670143089025,79.40403012442127,119.6703806294607,81.00617260431454,104.01922899156675,80.1311425102625,90.00555538409837,66.27216610312357,37.64306044943742,115.25623627379127,94.76286192385707,86.57944328765345,87.36131867136622,80.80222769206304,55.02726596879042,97.71898484941399,117.44360348695028,92.61209424259879,69.33974329343886,67.468511173732,104.70912090166739,82.38931969618392,91.706052144883,63.25345840347388,93.72299611087985,0.0,58.60034129593445,46.09772228646444,23.53720459187964,34.539832078341085,87.66413177577246,96.87620966986684,120.20815280171308,9.0,24.515301344262525,88.95504482602435,84.48076704197234,72.20110802473879,54.3415126767741,83.72574275573791,63.7808748764079,22.47220505424423,29.274562336608895,82.73451516749222,16.492422502470642,104.6900186264192,63.0,77.4919350642375,70.2922470831599,31.38470965295043,85.86617494683223,23.769728648009426,36.345563690772494,127.40486646906389,92.17917335276988,54.67174773134658,89.81091247727082,30.4138126514911,101.01980003939822,24.166091947189145,72.20110802473879,84.581321815162,61.39218191268331,63.150613615387776,92.64987857520376,87.0,91.98369420718001,52.55473337388365,65.76473218982953,79.40403012442127,67.08203932499369,6.708203932499369,79.00632886041473,19.1049731745428,16.15549442140351,51.86520991955976,44.10215414239989,46.238512086787566,59.93329625508679,35.4682957019364,7.211102550927978,117.51595636338071,85.72630868059116,108.45275469069469,93.64827814754524,87.66413177577246,49.678969393496885,38.07886552931954,5.0990195135927845,105.68348972285122,59.135437767890075,33.61547262794322,15.264337522473747,35.11409973215888,61.1310068623117,76.6550715869472,42.190046219457976,28.30194339616981,97.52948272189288,17.72004514666935,47.50789408087881,79.05694150420949,67.80117993073571,89.56003573022959,32.64965543462902,83.15046602394962
f_28,58.69412236331676,60.83584469702052,43.56604182158393,59.16924876994806,65.73431371817918,38.2099463490856,58.05170109479997,22.02271554554524,84.50443775329198,62.369864518050704,29.274562336608895,67.72001181334805,44.9221548904324,36.24913792078372,31.016124838541646,40.311288741492746,7.0710678118654755,71.78439941937245,61.84658438426491,34.0147027033899,36.24913792078372,56.586217403180434,46.32493928760188,72.62231062146122,56.88585061331157,27.294688127912362,39.824615503479755,58.60034129593445,0.0,47.4236228055175,48.041648597857254,24.186773244895647,30.4138126514911,46.486557196677836,68.0,55.362442142665635,41.72529209005013,61.68468205316454,63.06346010171025,34.48187929913333,13.0,49.47726750741192,25.495097567963924,36.235341863986875,31.89043743820395,32.202484376209235,49.8196748283246,52.32590180780452,26.92582403567252,55.072679252057455,20.024984394500787,27.294688127912362,30.14962686336267,35.510561809129406,34.48187929913333,73.49829930005184,70.26378868236469,24.758836806279895,64.62197768561404,31.25699921617557,43.278170016764804,34.438350715445125,18.681541692269406,26.0,53.150729063673246,55.226805085936306,37.12142238654117,36.40054944640259,37.48332962798263,7.211102550927978,23.08679276123039,59.16924876994806,8.602325267042627,54.70831746635972,74.96665925596525,40.80441152620633,42.485291572496,8.94427190999916,53.48831648126533,12.806248474865697,1.4142135623730951,26.076809620810597,60.08327554319921,63.812224534175265,29.0,50.99019513592785,42.37924020083418,56.04462507680822,24.698178070456937,39.293765408777,62.76941930590086,48.79549159502341,29.614185789921695,36.22154055254967,46.57252408878007,23.853720883753127,10.816653826391969,59.07622195096772,31.016124838541646,38.01315561749642,41.012193308819754,58.54912467321779,18.027756377319946,77.79460135510689,31.38470965295043,67.11929677819934,28.284271247461902,75.28612089887484
f_29,74.24284477308234,47.53945729601885,26.248809496813376,33.61547262794322,86.4060183089118,84.59905436823747,65.45991139621256,60.29925372672534,46.32493928760188,21.37755832643195,21.2602916254693,76.60939890117922,60.53924347066124,83.6719785830358,76.92203845452875,42.941821107167776,49.92995093127971,52.0,86.64871608973787,74.24284477308234,30.870698080866262,21.37755832643195,82.15229759416349,37.05401462729781,48.83646178829912,30.265491900843113,63.788713735268246,46.09772228646444,47.4236228055175,0.0,22.561028345356956,38.8329756778952,64.03124237432849,62.76941930590086,85.0,37.36308338453881,51.92301994298868,43.9089968002003,38.62641583165593,35.4682957019364,54.20332093147061,41.773197148410844,32.14031735997639,38.600518131237564,45.18849411078001,79.62411694957753,29.614185789921695,71.30918594402827,69.52697318307479,32.2490309931942,44.0,38.07886552931954,76.53757247260981,41.10960958218893,56.356011214421486,93.47192091746055,46.17358552246078,25.179356624028344,44.28317965096906,26.832815729997478,76.4198926981712,37.0,48.041648597857254,67.7421582177598,15.297058540778355,17.11724276862369,83.24061508662703,55.08175741568164,84.11896337925236,46.87216658103186,36.05551275463989,33.61547262794322,52.20153254455275,48.16637831516918,35.17101079013795,32.2490309931942,39.319206502675,48.010415536631214,7.0710678118654755,43.278170016764804,47.92702786528704,27.80287754891569,41.43669871020132,84.17244204607586,74.72616676907762,82.20097323024831,89.69392398596462,44.04543109109048,23.08679276123039,11.180339887498949,46.486557196677836,78.44743462982075,69.29646455628166,17.46424919657298,32.0624390837628,40.22437072223753,56.938563381947034,30.675723300355934,58.52349955359813,21.587033144922902,86.12200647918046,31.76476034853718,29.5296461204668,36.40054944640259,32.28002478313795,43.657759905886145,28.30194339616981,38.3275357934736
f_30,90.4267659490264,25.0,46.32493928760188,55.97320787662612,101.51354589413178,79.6994353806851,83.43860018001261,66.94027188471824,67.26812023536856,43.01162633521314,19.924858845171276,94.75230867899737,75.8023746329889,82.03657720797473,79.00632886041473,60.108235708594876,47.265209192385896,74.33034373659252,100.34440691936945,80.60397012554654,48.104053883222775,43.93176527297759,91.09335870413386,59.07622195096772,69.33974329343886,43.60045871318328,76.53757247260981,23.53720459187964,48.041648597857254,22.561028345356956,0.0,28.792360097775937,73.05477397131553,78.00640999302557,101.21264743103995,14.866068747318506,33.83784863137726,65.79513659838392,61.032778078668514,51.66236541235796,49.24428900898052,61.61168720299745,44.654227123532216,21.93171219946131,30.610455730027933,77.92945527847606,7.0710678118654755,86.2670273047588,62.39390995922599,54.230987451824994,53.71219600798314,26.40075756488817,78.00640999302557,24.758836806279895,41.773197148410844,109.04127658827184,68.6804193347711,35.510561809129406,66.48308055437865,17.11724276862369,86.37708029332781,21.400934559032695,56.64803615307419,72.99315036357864,37.8549864614954,39.6232255123179,85.00588214941364,68.79680225126747,85.09406559801923,44.181444068749045,47.50789408087881,55.97320787662612,55.44366510251645,26.019223662515376,56.142675390472796,13.45362404707371,19.72308292331602,44.40720662234904,21.095023109728988,38.47076812334269,49.09175083453431,22.0,19.235384061671343,99.29753269845128,77.02596964660685,93.23089616645332,88.81441324469807,65.0,30.886890422961002,15.620499351813308,24.166091947189145,89.96110270555825,60.37383539249432,13.416407864998739,10.44030650891055,30.083217912982647,54.45181356024793,53.16013544000805,45.803929962395145,10.04987562112089,89.05054744357274,11.661903789690601,32.01562118716424,56.568542494923804,47.50789408087881,66.09841147864296,20.09975124224178,60.0
f_31,79.32212806020776,36.76955262170047,49.040799340956916,63.63961030678928,87.96590248499699,50.96076922496363,76.05918747922567,46.04345773288535,83.773504164503,59.033888572581766,17.88854381999832,86.76981041814025,64.66065264130884,54.08326913195984,53.150729063673246,54.405882034941776,20.615528128088304,80.02499609497022,84.8528137423857,58.137767414994535,45.39823785126467,55.97320787662612,70.49113419430843,73.05477397131553,68.8839603971781,36.87817782917155,61.71709649683789,34.539832078341085,24.186773244895647,38.8329756778952,28.792360097775937,0.0,54.037024344425184,66.57326790837296,89.40357934669059,32.2490309931942,19.697715603592208,70.0,68.46897107449476,46.32493928760188,21.02379604162864,60.67124524847005,36.40054944640259,12.083045973594572,9.486832980505138,50.039984012787215,28.160255680657446,73.60027173862879,33.61547262794322,60.29925372672534,38.8329756778952,3.1622776601683795,51.78802950489621,11.40175425099138,18.439088914585774,95.77577981932593,76.4198926981712,29.154759474226502,72.06247289678588,12.806248474865697,67.20119046564577,10.44030650891055,39.698866482558415,50.08991914547278,50.695167422546305,52.92447448959697,58.69412236331676,56.302753041036986,58.309518948453004,18.027756377319946,36.76955262170047,63.63961030678928,32.7566787083184,30.528675044947494,72.91776189653656,18.0,18.384776310850235,17.46424919657298,42.44997055358225,11.704699910719626,25.553864678361276,11.180339887498949,36.6742416417845,85.9127464349732,51.419840528729765,74.81310045707235,61.032778078668514,66.27216610312357,25.0,27.80287754891569,38.897300677553446,72.34638899074369,31.906112267087632,21.93171219946131,24.0,1.4142135623730951,27.16615541441225,62.16912416947821,19.72308292331602,20.248456731316587,63.34824385884742,37.21558813185679,18.439088914585774,74.70609078247904,41.97618372363071,73.33484846919642,10.63014581273465,75.02666192761077
f_32,32.0624390837628,89.88882021697692,46.486557196677836,58.66856057549052,36.24913792078372,48.507731342539614,36.40054944640259,8.94427190999916,86.45229898620394,70.60453243241541,53.14132102234569,43.04648650006177,22.47220505424423,38.897300677553446,25.079872407968907,31.622776601683793,36.40054944640259,63.655321851358195,31.622776601683793,12.806248474865697,37.64306044943742,62.93647591023825,18.24828759089466,74.70609078247904,46.010868281309364,34.058772731852805,13.152946437965905,87.66413177577246,30.4138126514911,64.03124237432849,73.05477397131553,54.037024344425184,0.0,22.80350850198276,39.56008088970496,83.18653737234169,72.13875518748573,55.31726674375732,60.4648658313239,32.89376840679705,40.8166632639171,42.01190307520001,32.01562118716424,65.80273550544841,62.24146527838174,36.87817782917155,76.55716818169282,25.079872407968907,48.27007354458868,54.589376255824725,20.09975124224178,57.0087712549569,26.570660511172846,65.43699259593154,64.40496875241847,43.829214001622255,65.29931086925804,39.319206502675,58.89821729050889,58.137767414994535,13.416407864998739,63.8200595424354,16.492422502470642,12.36931687685298,62.369864518050704,63.788713735268246,29.68164415931166,17.029386365926403,32.2490309931942,37.53664875824692,28.0,58.66856057549052,22.02271554554524,84.40379138403677,79.7057087039567,68.96375859826666,71.84705978674423,39.05124837953327,71.06335201775947,43.139309220245984,29.0,52.773099207835045,88.11923740024082,34.539832078341085,23.40939982143925,20.808652046684813,40.70626487409524,48.16637831516918,42.95346318982906,60.207972893961475,91.4166286842826,18.384776310850235,53.16013544000805,59.77457653551382,74.24284477308234,53.907327887774215,34.438350715445125,60.37383539249432,60.207972893961475,63.324560795950255,29.0,84.50443775329198,41.23105625617661,83.38465086573187,33.734255586866,62.625873247404705,55.47071299343465,77.82673062643708
f_33,12.806248474865697,98.99494936611664,38.63935817272331,45.5411901469428,23.706539182259394,71.19691004531025,13.601470508735444,30.066592756745816,72.12489168102785,62.07253821135398,59.464274989274024,21.37755832643195,2.23606797749979,61.68468205316454,47.75981574503821,20.396078054371138,53.45091205957107,44.94441010848846,24.331050121192877,34.0,31.953090617340916,54.08326913195984,30.610455730027933,61.39218191268331,27.730849247724095,34.40930106817051,9.848857801796104,96.87620966986684,46.486557196677836,62.76941930590086,78.00640999302557,66.57326790837296,22.80350850198276,0.0,23.345235059857504,90.68627239003708,86.09297300012354,38.62641583165593,45.60701700396552,27.313000567495326,58.9406481131655,27.294688127912362,33.421549934136806,77.00649323271382,75.8023746329889,59.665735560705194,83.09632964216891,8.54400374531753,69.18092222571191,42.190046219457976,27.784887978899608,69.06518659932803,49.33558553417604,77.42092740338364,80.62257748298549,31.064449134018133,48.33218389437829,42.638011210655684,42.15447781671598,66.48308055437865,24.08318915758459,74.81310045707235,27.85677655436824,35.17101079013795,55.731499172371095,56.43580423808985,51.894122981316485,10.295630140987,54.62600113499065,53.48831648126533,31.11269837220809,45.5411901469428,39.81205847478876,95.01578816175763,67.7421582177598,77.79460135510689,82.3286098510111,55.362442142665635,69.6419413859206,57.697486947006624,45.221676218380054,61.61980201201558,95.67131231461184,21.470910553583888,46.17358552246078,25.079872407968907,63.15853069855251,31.622776601683793,47.50789408087881,62.96824596572466,99.76472322419383,21.02379604162864,73.55270219373317,64.81512169239521,82.07313811473277,66.88796603276258,53.75872022286245,48.25971404805462,77.4919350642375,69.52697318307479,50.24937810560445,89.62700485902673,49.678969393496885,71.7007670809734,30.886890422961002,46.238512086787566,64.4437739428721,64.53681120105021
f_34,10.816653826391969,122.3315167894194,59.61543424315552,62.64982043070834,6.4031242374328485,86.09297300012354,21.213203435596427,48.38388161361178,86.14522621712709,81.25269226308751,82.80700453464067,13.92838827718412,25.495097567963924,75.0066663703967,61.00819617067857,42.05948168962618,74.68600939935136,55.57877292636101,13.892443989449804,46.010868281309364,54.20332093147061,73.49829930005184,35.6931365951495,77.05841939723393,42.190046219457976,57.62811813689564,28.178005607210743,120.20815280171308,68.0,85.0,101.21264743103995,89.40357934669059,39.56008088970496,23.345235059857504,0.0,114.02192771568107,108.72442227944924,53.03772242470448,61.1310068623117,49.92995093127971,79.7057087039567,45.60701700396552,56.72741841473134,100.12492197250393,98.4733466477097,74.06078584514209,106.4048871058092,15.811388300841896,87.80091115700337,60.207972893961475,50.60632371551998,92.00543462209176,63.0317380372777,100.42410069301094,102.47438704378767,9.055385138137417,61.1310068623117,65.94694837519019,56.0,89.80534505250787,32.01562118716424,97.94896630388705,49.92995093127971,50.635955604688654,76.21679604916491,76.53757247260981,63.198101237299845,33.301651610693426,66.18912297349165,75.17978451685,54.45181356024793,62.64982043070834,60.41522986797286,118.25819210524064,84.2140130857092,101.11874208078342,105.55093557141026,76.94153624668537,91.67878707749138,79.92496481075234,66.64833081180653,84.8999411071645,119.00420160649792,6.324555320336759,60.07495318350236,26.68332812825267,74.43117626371358,47.38143096192854,70.83784299369935,86.02325267042627,123.10970717209915,25.079872407968907,92.72000862812729,88.09086218218096,105.41821474489122,89.62700485902673,73.7360156233031,65.92419889539804,98.84331034521254,92.84934033152847,59.682493245507096,112.8007092176286,72.91776189653656,88.20430828479978,53.823786563191554,60.00833275470999,87.72684879784524,80.02499609497022
f_35,103.32473082471591,10.198039027185569,60.90155991434045,70.83784299369935,113.85077953180645,81.61494961096282,97.082439194738,76.15773105863909,81.00617260431454,57.3149195236284,31.240998703626616,108.37435120913067,88.52683209061533,86.00581375697809,85.32877591996736,73.7563556583431,52.773099207835045,89.19641248391103,112.0714058089752,89.19641248391103,62.00806399170998,58.69412236331676,100.72239075796404,73.43704787094863,83.86298349093002,56.568542494923804,88.23264701911646,9.0,55.362442142665635,37.36308338453881,14.866068747318506,32.2490309931942,83.18653737234169,90.68627239003708,114.02192771568107,0.0,27.784887978899608,80.62257748298549,75.8946638440411,65.19202405202648,53.08483775994799,76.00657866263946,57.3149195236284,21.02379604162864,29.427877939124322,82.02438661763951,8.06225774829855,98.71676655968832,63.63961030678928,69.07966415668217,64.89992295835181,29.154759474226502,84.01190391843289,23.194827009486403,38.62641583165593,121.51131634543344,83.5224520712844,48.104053883222775,81.34494452638098,25.059928172283335,96.60227740586657,22.02271554554524,67.23094525588644,81.27115109311545,52.630789467763066,54.3415126767741,90.93404203047393,81.05553651663777,90.55385138137417,50.00999900019995,59.665735560705194,70.83784299369935,63.56886030125127,13.416407864998739,70.00714249274856,14.560219778561036,15.297058540778355,49.64876634922564,35.12833614050059,43.73785545725808,56.61271941887264,30.4138126514911,5.0,111.66467659918243,83.54639429682169,103.83159442096611,93.02150289046077,79.64923100695951,43.18564576337837,30.01666203960727,9.433981132056603,100.84641788382966,60.41522986797286,26.248809496813376,8.94427190999916,33.13608305156178,59.413803110051795,68.00735254367721,43.965895873961216,21.213203435596427,95.524865872714,9.433981132056603,42.190046219457976,70.06425622241343,60.876925020897694,80.95677859203639,27.730849247724095,74.16872656315464
f_36,98.79271228182775,26.30589287593181,67.26812023536856,81.00617260431454,107.00467279516349,57.14017850864661,95.75489543621255,63.655321851358195,98.2344135219425,73.24616030891995,34.0,106.4377752492037,84.21995013059554,63.788713735268246,66.64082832618455,74.0,36.235341863986875,98.18350166906862,103.47946656221224,74.4043009509531,64.53681120105021,71.7007670809734,87.45856161634491,88.45903006477066,88.07383266328314,56.32051136131489,80.80222769206304,24.515301344262525,41.72529209005013,51.92301994298868,33.83784863137726,19.697715603592208,72.13875518748573,86.09297300012354,108.72442227944924,27.784887978899608,0.0,88.36288813749809,86.0,65.80273550544841,33.61547262794322,79.83107164506812,55.97320787662612,13.341664064126334,10.295630140987,60.166435825965294,29.0,92.91393867445294,39.319206502675,78.02563681252464,58.309518948453004,17.72004514666935,64.88451279003334,11.045361017187261,12.0,114.80853626799707,94.0,48.27007354458868,90.13878188659973,26.076809620810597,84.8999411071645,15.132745950421556,58.82176467941097,66.40030120413611,65.92419889539804,68.06614430096654,71.30918594402827,75.8023746329889,70.22819946431775,34.655446902326915,56.462376853972415,81.00617260431454,50.20956084253277,18.110770276274835,87.09190547921202,20.591260281974,14.212670403551895,33.301651610693426,53.31041174104736,29.068883707497267,43.139309220245984,28.160255680657446,30.083217912982647,105.0,65.29931086925804,92.65527507918802,70.83078426785913,85.15867542417507,43.73785545725808,41.0,29.614185789921695,90.52071586106685,35.014282800023196,34.713109915419565,24.08318915758459,19.235384061671343,40.8166632639171,79.1012010022604,18.027756377319946,30.364452901377952,76.55716818169282,36.40054944640259,37.94733192202055,88.23264701911646,61.40032573203501,91.00549433962765,26.019223662515376,90.02777349240623
f_37,44.181444068749045,90.62008607367353,21.095023109728988,11.40175425099138,57.07889277132134,97.24710792614863,32.01562118716424,58.137767414994535,33.734255586866,31.064449134018133,54.589376255824725,40.607881008493905,37.16180835212409,90.80198235721508,78.64477096412705,24.08318915758459,68.00735254367721,10.198039027185569,60.8276253029822,68.11754546370561,25.709920264364882,24.758836806279895,68.47627326307996,24.020824298928627,11.180339887498949,34.92849839314596,46.14108798023731,88.95504482602435,61.68468205316454,43.9089968002003,65.79513659838392,70.0,55.31726674375732,38.62641583165593,53.03772242470448,80.62257748298549,88.36288813749809,0.0,8.246211251235321,27.313000567495326,74.04052944165107,13.45362404707371,36.40054944640259,75.8023746329889,79.05694150420949,87.65842800324451,72.61542535852834,45.35416188179427,88.60022573334675,11.661903789690601,43.9089968002003,71.06335201775947,79.51100552753688,77.52418977325722,88.09086218218096,62.07253821135398,10.0,41.10960958218893,3.605551275463989,62.80127387243033,61.773780845922005,73.68174807915459,47.70744176750625,65.79513659838392,29.832867780352597,29.0,84.17244204607586,38.600518131237564,86.37129152675674,66.21933252457322,38.62641583165593,11.40175425099138,59.941638282582836,89.8443097808648,31.25699921617557,72.27724399837061,78.85429601486528,68.15423684555495,48.60041152089147,66.91038783328041,61.09828148156051,60.207972893961475,85.0,55.14526271584895,76.57675887630658,63.694583757176716,94.36630754670864,7.211102550927978,45.0,50.92150822589606,89.96110270555825,59.61543424315552,91.09335870413386,56.04462507680822,74.0,71.00704190430693,72.2357252334328,15.0,87.5728268357257,61.40032573203501,84.21995013059554,75.66372975210778,52.15361924162119,35.22782990761707,30.364452901377952,7.615773105863909,62.39390995922599,27.0
f_38,52.03844732503075,86.02325267042627,19.924858845171276,5.0990195135927845,65.00769185258002,99.86490875177326,40.01249804748511,62.289646009589745,26.570660511172846,23.430749027719962,52.0,48.83646178829912,43.965895873961216,94.26027795418386,82.75868534480233,28.844410203711913,68.94200461257273,13.416407864998739,68.46897107449476,73.23933369440222,26.92582403567252,18.027756377319946,74.73285756613352,16.0312195418814,19.0,35.77708763999664,52.392747589718944,84.48076704197234,63.06346010171025,38.62641583165593,61.032778078668514,68.46897107449476,60.4648658313239,45.60701700396552,61.1310068623117,75.8946638440411,86.0,8.246211251235321,0.0,29.832867780352597,74.84650960465692,18.788294228055936,37.589892258425,73.06161783043132,77.1621668954417,90.9065454189081,68.00735254367721,52.773099207835045,89.89994438263018,8.246211251235321,46.861498055439924,69.18092222571191,83.43860018001261,75.0066663703967,86.83317338436964,70.178344238091,8.0,40.52159917870962,6.4031242374328485,60.03332407921454,68.0294054067798,71.02816342831905,50.99019513592785,70.178344238091,23.706539182259394,22.47220505424423,88.52683209061533,44.294469180700204,90.55385138137417,66.85057965343307,40.496913462633174,5.0990195135927845,62.42595614005443,85.90692637965812,23.08679276123039,68.73136110975832,75.53806987208503,68.70953354520753,42.5440947723653,66.76076692189807,62.64982043070834,58.077534382926416,80.05623023850174,63.0317380372777,80.62257748298549,70.51950084905593,98.29038610159185,14.142135623730951,43.73785545725808,46.87216658103186,85.09406559801923,66.40783086353596,91.92388155425118,52.46903848937962,69.85699678629192,69.58448102845921,73.824115301167,8.06225774829855,86.88498144098322,57.706152185014034,89.02246907382428,70.26378868236469,51.419840528729765,27.073972741361768,31.906112267087632,5.0990195135927845,60.00833275470999,19.1049731745428
f_39,39.11521443121589,74.2024258363566,13.601470508735444,26.90724809414742,50.99019513592785,70.178344238091,31.89043743820395,33.015148038438355,54.405882034941776,37.8549864614954,34.66987164671943,43.18564576337837,25.079872407968907,64.4437739428721,53.2634959423431,8.602325267042627,41.0,37.33630940518894,51.24451190127583,45.18849411078001,5.0,30.083217912982647,49.64876634922564,42.43819034784589,23.0,9.486832980505138,29.068883707497267,72.20110802473879,34.48187929913333,35.4682957019364,51.66236541235796,46.32493928760188,32.89376840679705,27.313000567495326,49.92995093127971,65.19202405202648,65.80273550544841,27.313000567495326,29.832867780352597,0.0,47.07440918375928,15.132745950421556,10.04987562112089,54.62600113499065,55.78530272392541,61.07372593840988,57.3149195236284,35.84689665786984,61.35144660071187,22.67156809750927,17.029386365926403,48.08326112068523,53.81449618829484,55.71355310873648,63.387695966961914,58.180752831155424,36.359317925395686,17.88854381999832,30.4138126514911,42.5440947723653,43.289721643826724,52.392747589718944,21.213203435596427,41.048751503547585,30.066592756745816,31.25699921617557,59.20304046246274,20.09975124224178,61.07372593840988,39.45883931389772,11.40175425099138,26.90724809414742,32.7566787083184,71.34423592694787,46.95742752749558,53.53503525729669,59.0592922409336,41.43669871020132,42.37924020083418,41.0,33.83784863137726,38.48376280978771,70.09279563550022,48.75448697299562,51.088159097779204,48.010415536631214,68.62215385719105,21.587033144922902,22.825424421026653,36.235341863986875,74.51845409024533,44.04543109109048,64.03124237432849,38.948684188300895,57.0087712549569,47.07440918375928,44.94441010848846,28.0178514522438,62.00806399170998,44.04543109109048,60.207972893961475,63.12685640834652,27.892651361962706,50.566787519082126,4.47213595499958,33.28663395418648,41.14608122288197,45.48626166217664
f_40,70.83784299369935,56.515484603779164,55.036351623268054,70.68238818828917,76.94153624668537,30.870698080866262,70.8590149522275,31.906112267087632,94.86832980505137,71.58910531638176,33.61547262794322,80.2807573457052,57.48912940721924,33.06055050963308,33.24154027718932,53.23532661682466,6.082762530298219,84.20213774008353,72.40165743959182,41.10960958218893,48.38388161361178,66.61080993352356,54.45181356024793,83.21658488546619,69.72087205421343,39.21734310225516,51.62363799656123,54.3415126767741,13.0,54.20332093147061,49.24428900898052,21.02379604162864,40.8166632639171,58.9406481131655,79.7057087039567,53.08483775994799,33.61547262794322,74.04052944165107,74.84650960465692,47.07440918375928,0.0,62.16912416947821,37.64306044943742,32.2490309931942,25.298221281347036,29.017236257093817,49.16299421312742,64.25729530566937,15.620499351813308,66.70832032063167,33.015148038438355,24.0,31.622776601683793,30.59411708155671,24.041630560342615,84.59905436823747,82.28000972289685,34.9857113690718,76.84399781375251,32.28002478313795,52.630789467763066,31.064449134018133,31.400636936215164,33.24154027718932,62.48199740725323,64.66065264130884,38.3275357934736,49.03060268852505,37.656340767525464,8.06225774829855,35.6931365951495,70.68238818828917,19.313207915827967,49.33558553417604,84.81155581640984,39.01281840626232,38.47076812334269,6.4031242374328485,59.36328831862332,11.180339887498949,14.035668847618199,28.231188426986208,57.3149195236284,75.13321502504735,31.78049716414141,60.440052945046304,40.01249804748511,68.65857557508748,33.421549934136806,44.41846462902562,59.033888572581766,58.82176467941097,17.08800749063506,39.81205847478876,45.0111097397076,20.0,7.211102550927978,70.2353187506115,19.4164878389476,39.84971769034255,43.32435804486894,58.215118311311535,25.495097567963924,87.32124598286491,43.68065933568311,79.12016177940993,29.410882339705484,85.70297544426332
